"Hitage HBT-867 ONE SINGLE EAR 10 HOURS BATTERY BACKUP Compatible ALL ANDROID AND IOS SYSTEM Wireless magnetic Neckband 10 Hours Music Playback With Bass Headphones/Earphones"
"Rs. 499"
"Tecsox TecBand Thunder Neckband Wireless With Mic Headphones/Earphones Black"
"Rs. 499"
"NBOX SONIC 30HOURS MUSIC PLAYBACK IPX5 4D BASS SPORT Bluetooth headphone / Bluetooth earphone Magnetic bluetooth.NBOX FOR ALL ANDROID MOBILE"
"Rs. 549"
"NBOX Jackpot 12 Hours Music Playback Ipx6 4D Bass Sport Bluetooth Headphone / Bluetooth Earphone Magnetic"
"Rs. 650"
"boAt Rockerz 600 Bluetooth Headphone with Luxurious Sound, Plush Earcushions, Foldable Ergonomic Design and Up to 20H Playtime (Brown)"
"Rs. 1,899"
"VIPPO VBT-5786 Magnetic 23 Hours Music Playback Backup Compatible All Android And Ios System Neckband With Bass Wireless Bluetooth Headphones/Earphones"
"Rs. 625"
